상품명,별점,리뷰 제목,리뷰 내용,카테고리1,카테고리2
"앤써핏 주방 심플 규조토 식기건조 매트, 50 x 60 cm, 라이트그레이",5,물기 떨어져서 지저분해 보이는게 없어져서 좋아요!,"⭐️내돈내산 , 솔직한 리뷰입니다 ♡

구매 예정이시거나 고민중이신 분들에게 도움이 되길 바라며 작성해볼게요!


❇️ 상품명 : 앤써핏 주방 심플 규조토 식기건조 매트 50x60 ,라이트그레이


설거지 시 물에 젖은 손으로 수도꼭지 틀었다 닫았다 할때

그 아래 물기가 계속 떨어지잖아요? 그게 너무 싫기도 하고

설거지 양이 많은 날에는 특히나 큰 냄비나 후라이팬 같은 제품

올려두고 건조하기 좋을 것 같아서 구매했어요 ^^


작은 사이즈 할지 큰 사이즈 할지 고민이 많았는데

큰 사이즈 하길 잘 한 것 같아요! ~ 작았으면 허전하거나

안하는 게 더 나았을 것 같은 느낌? ㅎㅎ


규조토라고 해서 저는 딱딱한 제품을 생각했는데

엄청 말랑말랑해요 ㅎㅎ

가루날림도 없고 바닥에 미끄럼 방지되어 있어서

사용하면서 움직일 일은 없어서 좋을 것 같아요~

받자마자 고무 냄새가 조금 나는 것 같아서

한 번 테스트 해본 후 바로 세척해서 자연 건조 중입니다 ~

상세설명보니 세탁하라고 되어있는데

저는 그냥 가볍게 헹궈줬어요 ! ㅎㅎ



조금 건조 시킨 후에 바로 설거지 한 냄비도 올려주고요 ㅎㅎ

엄청 물에 푹 적시지 않는 이상 건조도 빠를 것 같고

사용하지 않거나 거슬릴 때에는

돌돌 말리니까 잘 말아서 한쪽에 치워두면 될 것 같네요 !


괜한 돈 쓰는 걸까봐 고민 좀 했는데

늦게 산게 후회될 정도로 너무 맘에 들어요 ^^


색상도 라이트그레이로 했는데 집에있는 도마나 칼세트랑도

색이 맞아서 이질감도 없어요 ~

가끔씩 가볍게 세척해주고 잘 말려서 사용하면 꽤 오래 사용 할 것 같습니다!






며칠 사용 해본 결과
김치국물 조심하세요 ㅠㅠ 아무래도 얼룩이 남아요.. 슬퍼요
그래서 조금 더 더러워지면 진한 색상으로 다시 재구매할까 고민중이에요 ㅎㅎ
아무래도 저처럼 좀 덜렁거리시거나 잘 흘리시는 분들은
진한 색상 추천해요 ! ^^



-------

너무 더러워져서 수세미에 세제 뭍혀서 박박 문대주고

물로 헹구고 말르니까 처음정도는 아니지만 많이 깨끗해졌어요 !

바로바로 세제로 닦아주면 깨끗하게 유지하면서 쓸 듯 합니다~!




⭐️제 리뷰가 도움이 되셨다면
“도움이돼요” 눌러주시면 감사하겠습니다 ^^",주방용품,주방수납/정리
"코멧 와이드 신발정리대 블랙, 20개입",5,넘쳐나는 신발 정리하기 너무 좋아요~,"⭐️내돈내산, 솔직한 리뷰입니다
구매 예정이시거나 고민중이신 분들에게 도움이 되길 바라며 작성합니다!


❇️ 상품명 : 코멧 와이드 신발 정리대 , 블랙 20개

❇️ 구매이유 : 넘쳐나는 신발을 깔끔하게 정리하고 싶어서 구매했어요.


신발이 진짜 너무 많아서 ..ㅋㅋㅋ

아직 버리기엔 마음의 준비가 안됐기도 하고 ㅎ..

여자들은 특히나 신발 이옷 저옷에 다 다르게 입어야하니까

혹시 몰라서 쟁여야 하잖아요? ^_____^

한쪽은 제 신발들로만 정리하고 한쪽은 신랑 신발로 나누었는데

신랑쪽까지 제 신발이 침범 했음에도 불구하고

자리가 턱없이 부족했는데

신발 정리대 구매하고 그나마? 정리가 좀 됐어요!

낱개로 몇개 더 구매하고 싶은데 ㅠㅠ..

아무리 찾아봐도 낱개는 안팔아서 아쉬워요


그래도 정리 안되던 신발이 정리되어서 개운합니다 ^_^

신발 많으신 분들은 꼭 필수로 사셔야해요 ! ㅎㅎ


아 단점이라면 높이가 좀 있는 신발은 눌려서 안될 것 같아요

그리고 위쪽에 신발을 뒀을때 어떤 신발은 잡아주지 못하고

살짝 미끄러진다고 해야하나? 그래서 잘 맞춰서 넣거나 해야해요,

그점이 아쉬워요 ㅜㅜ 그래도 크게 불편함은 없습니다!


제 리뷰가 도움이 되셨길 바라며 도움이 되셨다면
“도움이돼요” 눌러주시면 감사하겠습니다",생활용품,수납/정리
"다담 떡볶이양념 150g, 5개, 150ml",4,,"⭐️내돈내산, 솔직한 리뷰입니다.
구매하시기 전 한 번 참고용으로 읽으시면 도움이 되실 거에요 ^_^


예전에 다담떡볶이 양념으로 맛있게 먹은 기억이 있어서

서치후에 리뷰보다가 맛있다는 리뷰 보고 시켰는데

제가 본건 매콤후기였네욬ㅋㅋㅋㅋㅋ

어쩐지 너무 맛이...ㅜㅜ 밍밍?심심? 해요

다른분 리뷰보니까 저처럼 낚이신 거같아요ㅠㅠ

아직 네봉이나 더 남았는데 빨리 소진하고 매콤으로 다시 시켜야겠어요

그래도 집에 있는 고춧가루 좀 더 넣고 차돌넣어서

차돌떡볶이로 맛 살렸습니다 ㅋㅋㅋㅋ 휴ㅠㅠ",식품,장/소스/드레싱/식초
"동원 뉴트리스틱 20개입 280g, 참치 + 연어 혼합맛, 14g, 3개",5,호불호가 없을거같은 뉴트리스틱♡,"⭐️내돈내산 , 솔직한 리뷰입니다

구매 예정이시거나 고민중이신 분들에게 도움이 되길 바라며 작성합니다!



❇️ 상품명 : 동원 뉴트리스틱 참치+연어 혼합맛, 280g x 3

한 봉지에 20개씩 들어있어서 가성비도 좋아요 ♥️


❇️ 구매 이유 : 고양이호텔에 맡겼을 때 호텔에서

뉴트리스틱을 주셨는데 너무 잘먹어서 바로 구매 !


그리고 캐릭터가 제가 좋아하는 뽀짜툰 포비여서 좋아요 ^ ^♡

잡담이지만 ,
뽀짜툰 보면서 울기도 했었는데 냥이 키우는 집사님 들이라면

한번쯤은 보셨겠죠?! ㅎㅎ 안보셨으면 추천해요 ♡


맛이 세가지 있는데 세개 다 먹었을 때

참치&연어 맛을 제일 잘 먹는 것 같아서 한가지 맛으로만 구매했어요.


역시 너무 잘먹어요. 갖고 오면 뭔지 알고 바로 달려오고

여태 타제품은 조금만 먹어도 질려하고 떨어진건 먹지도 않고

조금씩 버리는 게 생겼었는데

동원 뉴트리스틱은 남김없이 다 먹고 모자란지 계속 앞에 앉아서

들이댄답니다 ㅎㅎㅎㅎ 진짜 고양이는 ♡


그리고 체형도 묽어서 더 좋은 것 같아요 !

사람이 먹는 것과 동일한 HUMAN GRADE 식재료를 사용하여

동원이 직접 만든다니 믿고 먹일 수 있죠 ^______^


참치에 함유된 필수아미노산 타우린이 반려묘의 심장 건강에

도움을 준다니 우리애기 심장 건강까지 책임져주고 ,

체중 조절에 도움을 주는 아미노산 유도체인 L-카르니틴 까지 !


2021년 한국산업의 브랜드파워 펫푸드 부문 1위를 한

뉴트리플랜 답습니다


유통기한으로부터 2년전 제조라니

유통기한도 긴 편이라서 남김없이 다 먹이기도 좋을 것 같아요 !


진짜 바로 전에 산 타제품 아직도 많이 남아 있는데ㅠㅠ

뉴트리스틱 맛에 길들여져서 전에꺼는 버려야할 것 같아요 ㅜㅜㅎㅎ


한가지 맛만 먹으면 질릴 수도 있을 거 같아서

다른 맛도 추가로 쟁여두려구요 !

근데 너무너무 잘 먹는 걸로 보아 쉽게 질려하진 않을 것 같아요 ^^ㅎ


⭐️제 리뷰가 도움이 되셨기를 바라며

도움이 되셨다면 도움이 돼요 눌러주시면 감사하겠습니다 ♡

모든 집사님들 냥이랑 평생 행복하세요 ! ><",반려동물용품,고양이 간식
"크라운 못말리는 신짱, 120g, 18개",5,질리지않는 짱구♡,"⭐️내돈내산, 솔직한 리뷰입니다 ♡


꾸준히 재구매중인 과자입니다 ^_^

먹어도먹어도 질리지않고 진짜 너무 맛있어요 -!!


짱구 과자도 여러종류 있는데

크라운꺼가 달고 딱 너무 맛있는 과자맛이라 입에 딱이에요 !!


유통기한은 제조일로부터 6개월정도 되니

저처럼 박스로 사신다면 구입 후 잊지말고 드셔야해요 ! ㅎㅎ

저는 유통기한 넘긴적이 없지만요,,^^ㅋㅋ

그리고 맛있으면 0칼로리니까

다들 구매하셔서 맛있게 드시길 바라요 ♡


역시 아는 맛이 무서워요 꾸준히 재구매할게요 :D



제 리뷰가 도움이 되셨기를 ♡",식품,선물세트관
"해태htb 코코팜 피치핑크 복숭아, 340ml, 24개",5,,,식품,생수/음료
"아메리칸솔루션 스카이블루 고양이모래, 9.07kg, 2개",5,벤토 중에 응고력 젤 좋아요 !,"⭐️내돈내산 , 솔직한 리뷰입니다 ♡

구매예정 혹은 고민중이신 분들에게 도움이 되길 바라며 작성합니다!



벤토모래 아무거나 써보다가

뚜껑돌려서 모래부으면 되는 포장방식이 맘에 들어서

아메리칸 솔루션 무향으로 첫 구매를 했었는데

무향은 한번 써 보고

향이 있는게 좋겠다 싶어서 스카이블루로 벌써

️⭐️3번째 재구매⭐️ 입니다 ! ㅎㅎㅎ


진짜 고양이 벤토 모래 유목민이신 집사님들에게 적극 추천해요 !



일단 응고력 진짜 너무 좋구요,

감자,고구마 캘 때 다른 제품들은 사막화가 심해서

모래나 먼지날림이 심한데

아메리칸솔루션은 진짜 그런것도 없고 일단 향도 좋아서

냥이 화장실 청소할 때 인상 찌푸릴 일이 없어요 ~


이거 쓰고 난 후부터는 감자,고구마 편하게 수확하고 있어요 ㅎㅎ


그리고 제일 눈에 띄게 좋은 점 하나 더 뽑자면

울 냥이 눈꼽이 안껴요!

안좋은 모래 쓰면 사막화때문에 눈에 눈꼽이 잘 끼는 것 같던데

아메리칸솔루션 쓰고 난 후에는

그런 적이 한번도 없는 것 같아요~!


그리고 응고력이 일단 너무 좋으니 버려지는 모래가 없어서

모래도 다른것보다 더 깔끔하게 오래 쓰는 기분? ㅎㅎㅎ



주문 내역보니 한 번 주문하면 거의 3달 쓰네요 ^_^

참고로 13살 어르신 냥이 한마리 집사입니다~!

3달에 한번 주문한다 생각하면 가성비 너무 좋아요

쿠팡은 할인 할 때도 많으니 장바구니 담아뒀다가

가격 조금이라도 내려가면 바로 주문하시는 것도 좋으실 듯 합니다!


그럼 3달 후에 또 재구매를 기약하며 :)


고민중이신 분들에게 제 리뷰가 도움이 되셨기를 바라고

도움이 되셨다면 ⭐️도움이돼요⭐️눌러주시면 감사하겠습니다 ♡


좋은 하루 되세요 !",반려동물용품,고양이 용품
"2080 퓨어 마운틴솔트 치약 크리스탈 민트, 150g, 6개",5,자극없이 깔끔한 치약!,"⭐️내돈내산 , 솔직한 리뷰입니다 ♡



일단 두달? 정도 사용 후 리뷰 남기러 왔어요 :D

근데 그사이에 가격이 많이 내려가있네요

제가 비쌀때 구매를 한건지ㅜㅜ.. 아쉬워요


일단 치약유목민으로써 써본 결과,

1. 너무 자극적이지도 않고 (안매움)

2. 그렇다고해서 양치하고나서 안시원한 것도 아님

3. 거품도 적당히 남


치약 자체가 과하지 않고 부드러우면서

양치하면 개운해서 좋아요 ! ~


치약 매운맛으로 극강의 시원함을 좋아하시는 분들은

호불호가 갈릴 수 있을 것 같아요 ^_^",생활용품,구강/면도
"포카리스웨트, 500ml, 40개",5,,,식품,생수/음료
"도리토스 나쵸치즈맛 소, 84g, 16개",5,,,식품,과자/초콜릿/시리얼
"이영애의 건강미식 생생효소 플러스, 90g, 2개",4,부담없이 먹기 좋은 효소!,"진짜 미숫가루? 곡물맛 나면서 너무 맛있어요

맛있어서 한포 더 먹고 싶을 정도? ㅋㅋ

근데 효소 역할을 잘 해주는게 맞는지는 모르겠어요

두박스 먹었는데 한박스 방치중입니다.. ㅜㅜ..",식품,건강식품
"정화 맥반석오징어 구이 5봉 10봉, 35g, 10개",5,,,식품,과자/초콜릿/시리얼
"올포어스 프리미엄 브로멜라인 600mg x 60정, 1개",5,,,헬스/건강식품,영양제
"디쉬프로젝트 허니버터 시즈닝, 80g, 1개",5,맛없는 감자튀김을 살려주는 매직♡,"⭐️내돈내산 , 솔직한 리뷰입니다 ♡
구매하실 분들에게 도움이 되기를 바라며 작성합니다 !



아무맛 안나는 감자튀김사서 어떻게 먹을까 하다가

검색해보니 시즈닝을 뿌리면 맛나다해서 구매했어요!


레시피도 치킨 , 팝콘 , 감자튀김 등 에 뿌려먹으면

맛있다고 써있는데 저는 거의 감자튀김에 뿌려 먹을 것 같아요.


마약옥수수 해먹어도 진짜 맛도리 일 것 같아요!

조만간 스위트콘으로 맛있게 해봐야겠어요 ~!



유통기한도 넉넉하고

개봉 후엔 냉장보관하면 되니까 보관하기 불편하지도 않고

사이즈도 작고 앙증맞고 노랑노랑해서 귀여워요 ㅎㅎ




감튀에 한 번 뿌려먹고 맛있어서 왕창 뿌려먹었습니당 ㅎㅎㅎ

유통기한 걱정없이 그전에 다 먹어 치울 거 같아요 ^_^

다먹으면 재구매 예정입니다 :D",식품,가루/조미료/오일
"코멧 이동식 틈새 선반, 화이트, 1개",5,깔끔하게 정리하기 좋아요 !,"⭐️내돈내산 , 솔직한 리뷰입니다 ♡
구매하실 분들에게 조금이나마 도움이 되기를 바랍니다 -



다용도실이 좁은데

세제를 세탁기 옆 바닥에 방치하다가

너무 꼴보기 싫어서 고민하다가 구매했어요~


그냥 맞춰 끼우면되서 똥손도 조립하기 어렵지 않아요 ! ㅎㅎ

똥손이라 걱정했는데 쉬웠어요 ^^


저는 옆 공간이 많이 남는 편이라

넣고서도 여유가 남는데

사이즈가 딱 맞게 떨어지는게 더 이쁠 것 같기도해요,


근데 저는 사이즈 맞는거 찾다보니
다른거는 디자인이 맘에 안들어서 그냥 요 아이로 구매한거라
후회는 없어요 ^_______^ 아주 만족합니다.


세탁세제 다 넣어서 옆에다 정리해두니
지저분하지 않아서 속이 시원하네요 ! ㅎㅎ",생활용품,수납/정리
"마샬 스피커 스탠드 워번 2 3 고급형 거치대 [머치스탠드] 1 2 3 호환, 워번 무광 크림 스탠드+3M 케이블(백색), 무광 크림",5,튼튼하고 좋아요!,"조금 무거운 편인데

그만큼 튼튼해요,

뒤에 선도 안보이게 넣을 수 있어서 좋고

마샬 색깔이랑 완전 똑같아서 한몸같아요! ㅎㅎㅎㅎ

마샬이랑 같이 두니까 진짜 너무 이뻐요♡


배송도 빨랐고 포장도 파손이나 찌그러짐 없이 와서 좋아요 ^^",가전디지털,음향기기
"가규 팬트리 리빙박스 L, 6개, WHITE",5,깔끔하게 정리하기 너무 좋아요 !,"⭐️내돈내산 , 솔직한 리뷰입니다 ♡

구매 예정이시거나 고민중이신 분들에게 도움이 되길 바라며 작성합니다 !



❇️상품명 : 가규 팬트리 리빙박스 L , 6개


팬트리장에 이쁘게 정리하고 싶어서

이것저것 비교해보다가

디자인도 깔끔하고 사이즈도 괜찮아보여서 주문했어요!

라지라고 되어있어서 엄청 클 줄 알았는데

상세설명이나 리뷰를 보니 사이즈가 다른 것들이랑

보이는 면으로 가로는 똑같고 세로길이가 다르더라구요!

근데 저는 라면을 깔끔하게 정리하고 싶어서

다른 분 리뷰보고 라면넣기 좋길래 바로 주문 했어요 ^^



라면은 7봉지 정도 딱 알맞게 들어가고

다른 것들도 넉넉하게 정리되서 너무 좋아요 :D




정리되있는게 너무 이뻐서

더 구매해서 비상식량 쟁여두고 싶어질 정도에요ㅋㅋㅋㅋ

장바구니에 담으면 바로 사야합니다

비교상품이 많아서

솔직히 좀 고민했는데 진짜 너무 잘산거같아요!",홈인테리어,수납/정리
"웰치스 웰치 제로 그레이프맛, 355ml, 24개",5,,,식품,생수/음료
"공장직송 업소용 점보롤 화장지 그린 300m 물에 잘 풀리는 휴지 16롤, 16개, 1개",5,,,생활용품,화장지/물티슈
"마샬 워번 III 블루투스 스피커, 크림, WOBURN III",5,깔끔하고 이뻐요♡ 스피커는 역시 마샬!,"⭐️내돈내산, 솔직한 리뷰입니다 ♡
고민하고 계신 분들에게 도움이 되시길 바라며 작성합니다 !


마샬 스피커 유명하죠

스피커를 산다면 마샬을 사려고 했던터라

근데 업장 아닌 집에 구비하는게 맞나 싶어서 ㅋㅋㅋㅋㅋㅋ
엄청 고민했어욬ㅋㅋㅋㅠㅠ
리뷰보니 집에서 쓰고 계신 분들도 많으시고
인테리어도 거슬리지 않아서 바로 구매 ^_^

쿠팡이 오프라인보다 가격도 더 괜찮은거 같고

포장도 박스 이중포장 해주시고 정품 인증 스티커까지 있어서

믿고 쓸 수 있어서 안심입니댜ㅎㅎ

확실히 음질도 좋고 왜 유명한지 알거 같아요 ! 정말 달라요..

영화볼때도 마샬로 연결해서 빵빵하게 봐야겠어요 ~! ㅎㅎㅎ


그리고 일단 디자인이.... 크림은 진짜 최고입니다♡


스피커 구매하실거면 이왕 사는거 이쁘고 좋은거 사세요 ><

후회없는 지출입니닷ㅎㅎㅎ

스탠드도 쿠팡에서 구매했어요 짱튼튼!",가전디지털,음향기기
"포카리스웨트, 500ml, 60개",5,,,식품,생수/음료
"화신 글루건 소형 + 글루건심 80개 세트, 1세트",5,초보도 쓰기 좋아요 !,"요즘 미니어쳐 다이에 빠져서
빠르게 굳히기 좋은 글루건도 필요해서 구매했어요.
처음 써보는거라 걱정했는데 전혀 어려울거 없고
열도 금방 올라서 쓰기 편해요 ~!

이 금액에 핫멜트까지 두둑히 챙겨주셔서
가성비 최고입니다 진짜",문구/오피스,학용품/수업준비
"돌체구스토 캡슐 커피머신 지니오S 쉐어 모카, 1개",5,,"구성이 너무 좋아요

컵도 4잔이나 오고 아주 든든합니당ㅎㅎ

사용법도 간단하고 공간도 많이 차지 안해서 좋아요 ^_^

커피 엄청 뽕빼면서 먹고 있어요 ㅎㅎㅎ",결혼준비,주방용품
"폴메디슨 키즈 아토 표백제 1kg + 계량스푼 세트, 2세트",4,,,출산/유아동,출산준비물/선물
"코카콜라 환타 파인애플향 355mlx48캔 과일향탄산음료, 355ml, 48개",5,,배송이 아쉽습니다ㅠㅠ 택배가 던져져서 그런지 캔이 찌그러져서 터져있었어요,식품,생수/음료
"곰곰 당도선별 수박, 6kg미만, 1개",1,,물먹은 수박 ㅜㅜㅜ 진짜 맛없어요 당도선별만 보고 믿고 시켰는데 ....,식품,생수/음료
